70.93   -8.67    1001 0
63.47   10.93    1271 0
60.38    5.33    1317 0
60.20   11.08    1384 0
58.67    7.80    1442 1
58.07    8.05    1448 0
58.40    8.80    1465 1
58.63    9.15    1467 0
65.55   22.13    2186 0
59.37   17.90    2464 0
57.70   12.00    2513 1
57.63   11.60    2516 0
57.30   11.90    2518 0
57.78   13.17    2536 1
57.12   12.78    2539 1
58.60   12.20    2540 1
58.32   13.03    2542 1
58.10   14.42    2548 0
57.50   14.47    2549 1
58.07   15.23    2552 1
57.30   14.13    2556 0
58.40   15.53    2562 0
57.40   15.82    2566 0
56.45   12.55    2605 1
56.30   12.85    2607 0
56.03   12.77    2611 1
55.38   12.82    2616 1
56.95   13.07    2618 0
56.85   13.88    2622 1
55.87   13.67    2623 1
55.48   14.32    2625 1
56.02   14.85    2628 1
55.57   13.07    2635 1
56.85   14.83    2648 1
56.83   15.47    2661 0
56.27   15.27    2664 0
67.37   26.65    2836 0
60.52   22.27    2972 0
60.32   24.97    2974 0
51.48   -0.45    3772 0
54.65   -6.22    3917 0
53.43   -6.25    3969 0
 66.1610  -23.2532   	   4005   0 
 65.8679  -23.5641   	   4007   0 
 64.8393  -23.3004   	   4010   0 
 65.0740  -22.7339   	   4013   0 
 66.1006  -22.6594   	   4017   0 
 63.9747  -22.5876   	   4018   0 
 65.2297  -21.7543   	   4027   0 
 64.1275  -21.9028   	   4030   0 
 66.0213  -21.4250   	   4031   0 
 64.6419  -21.5907   	   4034   0 
 63.8648  -21.1504   	   4038   0 
 65.2543  -21.0978   	   4041   0 
 64.2504  -20.3309   	   4042   0 
 64.0651  -20.2412   	   4050   0 
 66.1128  -20.1105   	   4051   0 
 65.7030  -19.6130   	   4053   0 
 63.4236  -19.1830   	   4058   0 
 66.1852  -18.9534   	   4059   0 
 65.6856  -18.1002   	   4063   0 
 65.3764  -17.3874   	   4067   0 
 65.8194  -17.3459   	   4069   0 
 66.1995  -17.1032   	   4071   0 
 65.6423  -16.1208   	   4073   0 
 64.2510  -15.2134   	   4082   0 
 66.0659  -15.0792   	   4083   0 
 65.7027  -14.8211   	   4085   0 
 65.2830  -14.4025   	   4089   0 
 65.2682  -13.5759   	   4097   0 
 65.5029  -24.5312   	   4101   0 
 64.9041  -23.9346   	   4104   0 
 65.5951  -23.9748   	   4105   0 
 64.8948  -23.7143   	   4106   0 
 66.0760  -23.1987   	   4107   0 
 64.9213  -23.2513   	   4108   0 
 66.0444  -23.3074   	   4109   0 
 64.8393  -23.3012   	   4110   0 
 66.0426  -22.9860   	   4111   0 
 64.7268  -21.6297   	   4112   0 
 66.0500  -23.5100   	   4113   0 
 63.8692  -21.1602   	   4114   0 
 65.0717  -22.7324   	   4115   0 
 64.0817  -22.6893   	   4116   0 
 66.0596  -23.1699   	   4117   0 
 63.9829  -22.6005   	   4118   0 
 66.4330  -23.1330   	   4121   0 
 66.4107  -22.3789   	   4123   0 
 64.0438  -22.0404   	   4124   0 
 65.6794  -23.6122   	   4125   0 
 63.2993  -20.5995   	   4126   0 
 66.1610  -23.2538   	   4127   0 
 64.4647  -21.9628   	   4128   0 
 65.4377  -22.2056   	   4129   0 
 64.1275  -21.9020   	   4130   0 
 65.9951  -21.3304   	   4131   0 
 64.1505  -21.7511   	   4132   0 
 65.2297  -21.7543   	   4133   0 
 64.5622  -21.7649   	   4134   0 
 65.4583  -19.3691   	   4135   0 
 64.2405  -21.4633   	   4136   0 
 65.6961  -18.1113   	   4137   0 
 63.9690  -21.6661   	   4138   0 
 65.2543  -21.0978   	   4139   0 
 65.8170  -17.8857   	   4141   0 
 64.2807  -21.0875   	   4142   0 
 65.1839  -20.7850   	   4143   0 
 63.7477  -20.6182   	   4144   0 
 65.6580  -20.2925   	   4145   0 
 63.4359  -20.2758   	   4146   0 
 65.3784  -20.2473   	   4147   0 
 63.3996  -20.2882   	   4148   0 
 65.2330  -19.7170   	   4149   0 
 64.6990  -20.8690   	   4150   0 
 66.1192  -20.0989   	   4151   0 
 63.7354  -20.1091   	   4152   0 
 65.3419  -17.2432   	   4153   0 
 64.1168  -19.7449   	   4154   0 
 66.0739  -18.6656   	   4155   0 
 64.8668  -19.5622   	   4156   0 
 66.1349  -18.9190   	   4157   0 
 64.6043  -19.0186   	   4158   0 
 66.1938  -18.8431   	   4159   0 
 64.5751  -18.6008   	   4160   0 
 64.3951  -18.5048   	   4162   0 
 65.7485  -18.0011   	   4163   0 
 63.4236  -19.1830   	   4164   0 
 66.5438  -18.0167   	   4165   0 
 64.3170  -18.2170   	   4166   0 
 65.7707  -18.2513   	   4167   0 
 64.9330  -17.9830   	   4168   0 
 65.1086  -15.5297   	   4169   0 
 63.5179  -17.9785   	   4170   0 
 66.0418  -17.3281   	   4171   0 
 64.0157  -16.9667   	   4172   0 
 65.6196  -16.9768   	   4173   0 
 63.8743  -16.6364   	   4174   0 
 66.5082  -16.5444   	   4175   0 
 64.9284  -15.7771   	   4176   0 
 65.0607  -16.2104   	   4177   0 
 64.8151  -15.4235   	   4178   0 
 66.0300  -16.4833   	   4179   0 
 64.0980  -18.6140   	   4180   0 
 65.3754  -15.8833   	   4181   0 
 66.3783  -14.5326   	   4183   0 
 64.6757  -14.3444   	   4184   0 
 65.0763  -14.0370   	   4185   0 
 65.0368  -14.2397   	   4186   0 
 65.7830  -14.3170   	   4187   0 
 64.9370  -13.6846   	   4188   0 
 65.0942  -14.7447   	   4189   0 
 65.0795  -14.6748   	   4190   0 
 65.2762  -14.4046   	   4191   0 
 64.2691  -15.2135   	   4192   0 
 65.2235  -14.2589   	   4193   0 
 64.5911  -14.1747   	   4194   0 
 65.2549  -14.0064   	   4195   0 
 64.8012  -13.8423   	   4196   0 
 65.2682  -13.5750   	   4197   0 
 64.9830  -13.5170   	   4198   0 
 65.1503  -13.6694   	   4199   0 
