76.5667 -68.8000 4200 0
77.4667 -69.2167 4201 0
76.5333 -68.7500 4202 0
76.6333 -73.0000 4203 0
77.4858 -69.4033 4204 0
77.4833 -69.3833 4205 0
77.4950 -69.3697 4206 0
81.6833 -59.9333 4207 0
74.0333 -57.8167 4208 0
72.7833 -56.1667 4209 0
72.7833 -56.1667 4210 0
72.7833 -56.1333 4211 0
70.7425 -52.7122 4212 0
70.7333 -52.7000 4213 0
70.6833 -54.6167 4214 0
69.2167 -51.0500 4216 0
68.8167 -51.1667 4217 0
69.2397 -53.5314 4218 0
69.2500 -53.5333 4219 0
68.7081 -52.8517 4220 0
69.2403 -51.0661 4221 0
69.2494 -51.0711 4222 0
68.7167 -52.7833 4224 0
68.7322 -52.7883 4225 0
67.7842 -53.9650 4228 0
66.9167 -53.6667 4230 0
67.0167 -50.7167 4231 0
66.9539 -53.7231 4233 0
66.9514 -53.7294 4234 0
66.6333 -52.8667 4235 0
65.8167 -53.3167 4238 0
65.4200 -52.9397 4239 0
65.4000 -52.8667 4240 0
65.4167 -52.9333 4241 0
65.0167 -52.5500 4242 0
64.8000 -52.1500 4246 0
64.5333 -51.0500 4247 0
64.4375 -50.2697 4248 0
64.1825 -51.7269 4249 0
64.1667 -51.7500 4250 0
64.0333 -52.0833 4251 0
63.7000 -51.5500 4252 0
62.5781 -50.4061 4253 0
64.2000 -51.6833 4254 0
64.1978 -51.6792 4255 0
62.0197 -49.6694 4259 0
62.0167 -49.6667 4260 0
61.2333 -48.1000 4261 0
61.1833 -48.4500 4263 0
61.6500 -49.3667 4264 0
60.7636 -48.4544 4266 0
61.1667 -45.4167 4270 0
61.1575 -45.4400 4271 0
60.7156 -46.0433 4272 0
60.7167 -46.0333 4273 0
60.8000 -47.1000 4274 0
60.9167 -46.0586 4280 0
60.4667 -45.5833 4282 0
60.1333 -45.2333 4283 0
59.9911 -45.1461 4285 0
59.9667 -44.0500 4286 0
83.6561 -33.3739 4301 0
82.1500 -29.9167 4305 0
81.6000 -16.6500 4310 0
81.6000 -16.6500 4312 0
80.6494 -13.7119 4313 0
76.7694 -18.6681 4320 0
74.3075 -20.2169 4330 0
72.2500 -23.9000 4338 0
70.4844 -21.9511 4339 0
70.4167 -21.9667 4340 0
70.7500 -22.6500 4341 0
71.1833 -23.6167 4345 0
67.7833 -32.3000 4350 0
67.7833 -32.3000 4351 0
67.7833 -32.3000 4352 0
65.6111 -37.6367 4360 0
65.5667 -37.1333 4361 0
65.5167 -37.1667 4365 0
65.4833 -38.8833 4368 0
64.7819 -40.3017 4373 0
62.5333 -42.1333 4380 0
61.9333 -42.0667 4381 0
61.9364 -42.0678 4382 0
61.5333 -42.2333 4385 0
60.0553 -43.1653 4390 0
71.3167 -26.3167 4410 0
72.3943 -27.2575 4411 0
72.2277 -26.8168 4412 0
72.5833 -38.4500 4414 0
72.5833 -37.6333 4415 0
72.5833 -38.4500 4416 0
79.9111 -24.0857 4427 0
76.4197 -68.1451 4433 0
76.3999 -68.2654 4434 0
72.8914 -53.5349 4445 0
72.8932 -54.295 4446 0
64.4971 -49.2675 4470 0
64.4819 -49.5317 4471 0
64.9458 -49.8836 4472 0
61.178 -46.8169 4480 0
61.0313 -46.8483 4481 0
65.6402 -38.8987 4490 0
65.6925 -37.826 4491 0
